Frame,Car_Count,Truck_Count,Bike_Count,Bus_Count,2_Wheeler_Count,3_Wheeler_Count,4_Wheeler_Count,6_Wheeler_Count,Other_Vehicles,Avg_Speed_kmh,Time_To_Cross_sec,Total_Vehicles
361,0,0,0,0,0,0,0,0,28,53.945703148849425,12.448275862068966,28
362,0,0,0,0,0,0,0,0,28,49.080144447036716,12.482758620689655,28
363,0,0,0,0,0,0,0,0,28,36.747272255465305,12.517241379310345,28
364,0,0,0,0,0,0,0,0,28,43.503147304328785,12.551724137931034,28
365,0,0,0,0,0,0,0,0,28,54.265131434502734,12.586206896551724,28
366,0,0,0,0,0,0,0,0,28,45.169992399753006,12.620689655172413,28
367,0,0,0,0,0,0,0,0,28,53.7426242290393,12.655172413793103,28
368,0,0,0,0,0,0,0,0,28,51.59116966275809,12.689655172413794,28
369,0,0,0,0,0,0,0,0,28,40.38751736646957,12.724137931034482,28
370,0,0,0,0,0,0,0,0,28,45.59590342276343,12.758620689655173,28
371,0,0,0,0,0,0,0,0,28,45.25055217640067,12.793103448275861,28
